flock_id,farm_no,house_no,survey_date,season,first_date_placed,last_date_sold,carbon_add_backs,caked_litter,pulled_cake_from_house,house_clean_out,litter_condition,litter_depth,moisture_percent,paw_score,proper_windrowing,litter_intervention,avg_weight,feed_conversion,livability,one_week_mortality,weight_gain_per_day,age_days,head_placed,head_sold,feed_consumed,goal_weight,breed,bird_type,hen_age_weeks,moisture_percent_single,paw_score_single,caked_litter_single,moisture_composite,paw_score_composite,caked_litter_composite,moisture_percent_num,paw_score_num,caked_litter_num,moisture_level,paw_score_level,mortality_rate,feed_efficiency,production_days
8700-133,8700,133,2025-04-17,Spring,2025-03-25,2025-05-22,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed per SOP,Acid and disinfect used,9.28445967347174,1.81872596452053,96.4694444444,0.5777777778,0.1609864642,58,36000,34729,586430,9,ROSS 708,BB,37,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,3.5305555555555554,0.5498354449806458,58
5416-57,5416,57,2024-09-16,Summer,2024-08-22,2024-10-10,Done per SOP,"Less than 10 % caked,11 – 49 % caked",TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,7.14107901626679,1.66227912008655,92.0909090909,0.7173913043,0.1460756756,49,50600,46598,553140,6.7,ROSS 708,ORG,30,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,TRUE,35.5,90,5,High,Good,7.909090909090908,0.6015836858661455,49
4339-213,4339,213,2024-08-30,Summer,2024-08-02,2024-09-20,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.88245072429352,1.6853219239528,95.7045454545,0.8272727273,0.1434966952,48,44000,42110,488440,6.7,ROSS 708,TP,38,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.295454545454545,0.5933584473016127,49
1423-85,1423,85,2024-09-06,Summer,2024-08-09,2024-09-25,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.85871211265059,1.67816773768331,95.7640692641,0.8235930736,0.145930045,47,92400,88486,1018480,6.7,ROSS 708,TP,31,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.235930735930736,0.5958879899458012,47
1977-115,1977,115,2025-04-29,Spring,2025-04-01,2025-05-09,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Less than 30 % moisture,Less than 50 % acceptable paws,Performed per SOP,Acid and disinfect used,4.12478184991274,1.51977998730696,96.7088607595,1.7299578059,0.1085468908,38,23700,22920,143680,4.2,ROSS 708,SB,29,Less than 30 % moisture,Less than 50 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,25,5,Low,Poor,3.2911392405063293,0.6579899777282852,38
8640-196,8640,196,2025-02-25,Winter,2025-02-06,2025-03-12,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,4.26970545922617,1.55954069870544,96.0509090909,1.1727272727,0.1255795723,34,55000,52828,351770,4.2,ROSS 308,SB,54,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,3.949090909090909,0.641214429883164,34
1337-115,1337,115,2024-09-24,Summer,2024-08-30,2024-10-18,Done per SOP,11 – 49 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.90283154383658,1.64200056433409,94.2041284404,2.7408256881,0.1408741131,49,43600,41073,465540,6.7,ROSS 708,TP,26,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,5.795871559633028,0.6090131889848333,49
5415-51,5415,51,2024-09-17,Summer,2024-08-20,2024-10-07,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.31618983222753,1.65879388019091,97.5123626374,1.0618131868,0.1319983988,48,72800,70989,743770,6.7,ROSS 708,ORG,49,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,2.4876373626373627,0.6028476545168532,48
1047-59,1047,59,2024-09-04,Summer,2024-08-13,2024-10-14,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,10.4329965214511,1.83821287946145,94.328125,1.575,0.1682741374,62,32000,30185,578890,9,ROSS 708,BB,53,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.671875,0.544006633384581,62
5424-57,5424,57,2025-01-15,Winter,2024-12-20,2025-02-06,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.99753706027232,1.71181431797051,96.4977578475,1.7713004484,0.1463082941,48,22300,21519,257765,6.7,ROSS 708,ORG,39,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,3.502242152466368,0.5841755086997861,48
3774-40,3774,40,2024-07-17,Summer,2024-06-21,2024-08-12,Done per SOP,"Less than 10 % caked,11 – 49 % caked",FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"Less than 30 % moisture,31 – 40 % moisture",Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,8.3355223880597,1.70147543331901,96.2643678161,1.0229885057,0.1602985075,52,17400,16750,237560,6.7,ROSS 708,TP,50,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,TRUE,15,90,5,Low,Good,3.7356321839080464,0.5877252062636803,52
0970-48,970,48,2025-03-25,Spring,2025-03-03,2025-04-19,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.61510243095921,1.59311734566358,95.625,1.0666996047,0.1504147497,44,202400,193545,2039700,6.7,ROSS 708,TP,42,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.375,0.6277001519831363,47
5813-36,5813,36,2025-03-11,Winter,2025-02-14,2025-04-02,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,6.09468172331544,1.66451622766117,92.524137931,2.0594827586,0.1325239696,46,232000,214656,2177620,6.7,ROSS 708,TP,37,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,7.475862068965518,0.6007751582002363,47
5419-60,5419,60,2025-04-07,Spring,2025-03-18,2025-05-06,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"Less than 30 % moisture,31 – 40 % moisture",Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.55823471088328,1.6982276119403,96.6983874422,0.8445274012,0.1371343745,48,98043,94806,1055890,6.7,ROSS 708,ORG,43,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,TRUE,FALSE,FALSE,15,90,30,Low,Good,3.301612557755271,0.5888492172480083,49
5563-22,5563,22,2025-03-06,Winter,2025-02-10,2025-04-02,Not done,"11 – 49 % caked,Greater than 50 % of area caked",TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Greater than 40 % moisture,50 – 80 % acceptable paws,None,Acid and disinfect used,6.19325313517056,1.75391348016357,87.0145560689,7.0479982989,0.1315103204,49,103462,90027,977912,6.7,ROSS 708,ORG,30,Greater than 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,TRUE,45.5,65,30,High,Acceptable,12.98544393110514,0.5701535516488191,51
3950-46,3950,46,2025-04-07,Spring,2025-03-17,2025-04-25,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,4.28904739684021,1.55934618174282,95.3453389831,1.4788135593,0.1099755743,39,47200,45003,300985,4.2,ROSS 708,SB,41,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.654661016949153,0.6412944166652842,39
1943-99,1943,99,2024-10-14,Fall,2024-09-23,2024-10-30,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.22880956798493,1.54939250759366,97.9958041958,0.9300699301,0.1142921505,37,71500,70067,459085,4.2,ROSS 708,SB,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.0041958041958043,0.6454142479061591,37
0059-124,59,124,2024-09-05,Summer,2024-08-15,2024-09-19,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,4.42139111128125,1.61859307359307,94.9927272727,1.4454545455,0.126560885,35,110000,104492,747790,4.2,ROSS 308,SB,57,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.007272727272728,0.6178205111060605,35
5856-27,5856,27,2025-03-31,Spring,2025-03-17,2025-05-01,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.50662422751793,1.60928814205394,95.6185770751,1.5326086957,0.1490467632,44,101200,96766,1013240,6.7,ROSS 308,TP,44,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.381422924901186,0.6213927598594597,45
4129-216,4129,216,2024-09-03,Summer,2024-08-08,2024-09-23,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,7.08051835645421,1.63422750424448,94.5295454545,1.0522727273,0.1539243121,46,44000,41593,481280,6.7,ROSS 708,TP,56,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,5.470454545454546,0.6119099069148944,46
5825-35,5825,35,2025-04-04,Spring,2025-03-18,2025-05-06,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.45105312070795,1.64187457769732,95.590408805,1.7786949686,0.143356736,45,254400,243182,2575740,6.7,ROSS 708,TP,42,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.409591194968553,0.609059920644164,49
5825-35,5825,35,2025-03-27,Spring,2025-03-18,2025-05-06,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,6.45105312070795,1.64187457769732,95.590408805,1.7786949686,0.143356736,45,254400,243182,2575740,6.7,ROSS 708,TP,42,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.409591194968553,0.609059920644164,49
1253-135,1253,135,2025-02-27,Winter,2025-02-07,2025-03-20,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,4.41465936506721,1.58741759195003,94.9563636364,1.0672727273,0.1076746187,41,55000,52226,365995,4.2,ROSS 708,SB,41,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.043636363636363,0.6299539611196893,41
2696-360,2696,360,2024-08-26,Summer,2024-08-05,2024-08-28,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,2.34418719060357,1.32712486883526,97.0835820896,1.6,0.1019211822,23,33500,32523,101180,2,ROSS 308,SB,39,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.916417910447761,0.7535085985372587,23
5404-59,5404,59,2025-04-29,Spring,2025-04-14,2025-05-28,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,31 – 40 % moisture,50 – 80 % acceptable paws,None,Acid and disinfect used,6.39940424475611,1.59575529203148,96.0800681431,0.8977853492,0.1454883347,44,58700,56399,575940,6.7,ROSS 308,ORG,55,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,3.919931856899489,0.6266624995659251,44
0747-43,747,43,2024-09-18,Summer,2024-08-30,2024-10-30,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,None,10.3805569396003,1.79270308900077,96.079787234,0.7574468085,0.1730892248,60,94000,90315,1680695,9,ROSS 708,BB,36,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.9202127659574466,0.5578168555270283,61
3137-253,3137,253,2025-03-19,Winter,2025-02-14,2025-03-31,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.74333088186134,1.69651001388063,95.8782051282,1.7179487179,0.1501021447,45,31200,29914,342220,6.7,ROSS 708,TP,56,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.121794871794872,0.5894453860089989,45
2914-83,2914,83,2024-08-22,Summer,2024-07-22,2024-09-09,Done per SOP,Greater than 50 % of area caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.5094019270767,1.64581363502983,97.755186722,0.484439834,0.1415087375,46,96400,94236,1009575,6.7,ROSS 708,TP,47,Less than 30 % moisture,Greater than 80 % acceptable paws,Greater than 50 % of area caked,FALSE,FALSE,FALSE,15,90,75,Low,Good,2.2448132780082988,0.6076022088502597,49
0248-156,248,156,2024-09-05,Summer,2024-08-15,2024-09-23,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.1936911563531,1.58159838817999,96.7081712062,1.6206225681,0.1103602936,38,51400,49708,329700,4.2,ROSS 708,SB,53,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.2918287937743194,0.6322717622080666,39
5535-31,5535,31,2024-08-29,Summer,2024-07-23,2024-09-12,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.67058823529412,1.77597309380255,91.8341708543,1.3907035176,0.1345834242,51,79600,73100,866000,6.7,ROSS 708,ORG,38,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,8.165829145728644,0.5630715935334877,51
8754-154,8754,154,2025-01-22,Winter,2025-01-02,2025-02-17,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.60015349194167,1.65840531561462,94.6161825726,1.6867219917,0.1434815977,46,48200,45605,499180,6.7,ROSS 708,TP,48,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.3838174273858925,0.6029889017989496,46
3721-240,3721,240,2025-04-30,Spring,2025-04-10,2025-05-23,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.27113271344041,1.61070345408593,94.64,1.665,0.1460792673,43,40000,37856,382381,6.7,ROSS 708,TP,40,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,5.36,0.6208467470925599,43
4107-227,4107,227,2025-03-18,Winter,2025-02-27,2025-04-11,Not done,11 – 49 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,5.85932440017847,1.6713829525915,94.5292517007,2.2489795918,0.1364029352,43,73500,69479,680420,6.7,ROSS 708,TP,34,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,5.470748299319728,0.598306928073837,43
